,year,country,purpose,mode,duration,age,visits_thousand,nights_thousand,millions_spent
88,2002,Germany,Holiday,Sea,8-14 nights,0-15,0.78,7.01,0.04
89,2002,Germany,Business,Air,1-3 nights,25-34,0.67,1.32,0.15
90,2002,Germany,Business,Air,1-3 nights,35-44,1.17,2.61,0.21
91,2002,Germany,Business,Sea,4-7 nights,25-34,0.42,0.85,0.3
92,2002,Germany,VFR,Air,1-3 nights,16-24,0.29,0.59,0.14
93,2002,Germany,VFR,Air,1-3 nights,35-44,1.12,2.26,0.13
94,2002,Germany,VFR,Air,4-7 nights,35-44,1.15,8.09,0.21
95,2002,Germany,VFR,Air,8-14 nights,16-24,0.32,0.96,0.04
96,2002,Germany,VFR,Air,8-14 nights,25-34,0.87,12.24,0.16
97,2002,Germany,VFR,Air,15+ nights,16-24,0.87,25.34,0.89
98,2002,Germany,VFR,Air,15+ nights,25-34,0.57,12.62,0.18
99,2002,Germany,VFR,Air,15+ nights,35-44,0.87,19.23,0.0
100,2002,Germany,VFR,Sea,4-7 nights,25-34,0.39,1.96,0.0
101,2002,Germany,VFR,Sea,8-14 nights,16-24,0.39,5.47,0.0
102,2002,Germany,VFR,Sea,15+ nights,25-34,0.39,4.30,0.0
103,2002,Germany,VFR,Tunnel,15+ nights,25-34,1.26,15.09,0.5
394,2002,Germany,Holiday,Air,4-7 nights,35-44,2.01,12.34,0.58
395,2002,Germany,Holiday,Air,4-7 nights,55-64,0.31,2.18,0.17
396,2002,Germany,Holiday,Air,8-14 nights,35-44,0.36,2.77,0.11
397,2002,Germany,Holiday,Air,15+ nights,55-64,2.05,29.46,1.99
398,2002,Germany,Holiday,Sea,4-7 nights,16-24,0.81,4.05,0.25
399,2002,Germany,Holiday,Sea,4-7 nights,45-54,0.81,4.86,0.31
400,2002,Germany,Holiday,Sea,4-7 nights,55-64,2.83,16.61,0.87
401,2002,Germany,Holiday,Sea,4-7 nights,65+,1.21,5.27,0.42
402,2002,Germany,Holiday,Sea,8-14 nights,0-15,0.9,6.29,0.02
403,2002,Germany,Holiday,Sea,8-14 nights,16-24,0.9,5.13,0.12
404,2002,Germany,Holiday,Sea,8-14 nights,25-34,1.54,13.38,0.62
405,2002,Germany,Holiday,Sea,15+ nights,25-34,3.9,54.46,1.73
406,2002,Germany,Business,Air,1-3 nights,35-44,0.47,0.48,0.1
407,2002,Germany,Business,Air,1-3 nights,45-54,1.99,4.00,0.79
408,2002,Germany,Business,Air,4-7 nights,35-44,0.33,1.64,0.1
409,2002,Germany,Business,Air,4-7 nights,55-64,0.52,1.05,0.15
410,2002,Germany,Business,Sea,8-14 nights,55-64,0.81,6.01,0.17
411,2002,Germany,Business,Tunnel,4-7 nights,35-44,2.72,2.74,0.01
412,2002,Germany,VFR,Air,1-3 nights,35-44,0.38,1.14,0.05
413,2002,Germany,VFR,Air,8-14 nights,0-15,0.33,2.67,0.04
414,2002,Germany,VFR,Air,8-14 nights,25-34,2.21,19.80,1.01
415,2002,Germany,VFR,Sea,4-7 nights,45-54,0.77,4.17,0.76
416,2002,Germany,Other,Air,1-3 nights,25-34,0.3,0.30,0.02
816,2002,Germany,Holiday,Air,1-3 nights,16-24,3.37,4.61,2.04
817,2002,Germany,Holiday,Air,4-7 nights,25-34,1.56,1.56,0.14
818,2002,Germany,Holiday,Air,4-7 nights,65+,4.62,18.63,1.77
819,2002,Germany,Holiday,Air,8-14 nights,25-34,1.33,17.43,0.69
820,2002,Germany,Holiday,Air,8-14 nights,35-44,4.15,43.23,4.46
821,2002,Germany,Holiday,Air,8-14 nights,45-54,0.43,3.04,0.17
822,2002,Germany,Holiday,Air,8-14 nights,55-64,2.78,37.10,3.81
823,2002,Germany,Holiday,Air,15+ nights,16-24,1.36,12.82,0.29
824,2002,Germany,Holiday,Sea,1-3 nights,45-54,0.95,2.84,0.33
825,2002,Germany,Holiday,Sea,4-7 nights,0-15,1.08,6.45,0.13
826,2002,Germany,Holiday,Sea,4-7 nights,25-34,1.25,3.73,0.5
827,2002,Germany,Holiday,Sea,4-7 nights,35-44,1.08,6.45,0.23
828,2002,Germany,Holiday,Sea,4-7 nights,55-64,2.63,13.87,0.99
829,2002,Germany,Holiday,Sea,4-7 nights,65+,2.85,16.12,1.03
830,2002,Germany,Holiday,Sea,8-14 nights,16-24,0.95,7.58,0.33
831,2002,Germany,Holiday,Sea,8-14 nights,25-34,1.08,12.90,0.43
832,2002,Germany,Holiday,Sea,8-14 nights,35-44,4.99,57.20,1.56
833,2002,Germany,Holiday,Sea,8-14 nights,45-54,2.86,20.86,1.16
834,2002,Germany,Holiday,Sea,8-14 nights,55-64,2.83,12.06,0.84
835,2002,Germany,Holiday,Sea,15+ nights,0-15,1.08,21.51,0.44
836,2002,Germany,Holiday,Sea,15+ nights,25-34,1.08,17.20,0.58
837,2002,Germany,Holiday,Sea,15+ nights,35-44,3.75,46.59,1.79
838,2002,Germany,Holiday,Sea,15+ nights,45-54,1.88,22.18,0.56
839,2002,Germany,Holiday,Sea,15+ nights,55-64,4.73,30.15,1.68
840,2002,Germany,Holiday,Sea,15+ nights,65+,0.69,7.73,0.42
841,2002,Germany,Holiday,Tunnel,8-14 nights,55-64,1.67,23.23,1.78
842,2002,Germany,Business,Air,1-3 nights,35-44,0.93,2.14,0.75
843,2002,Germany,Business,Air,1-3 nights,45-54,1.18,1.21,0.26
844,2002,Germany,Business,Air,4-7 nights,45-54,4.14,14.72,0.56
845,2002,Germany,Business,Air,8-14 nights,55-64,0.88,2.69,0.11
846,2002,Germany,Business,Sea,1-3 nights,35-44,0.9,1.81,0.57
847,2002,Germany,Business,Sea,1-3 nights,45-54,1.73,1.74,0.2
848,2002,Germany,Business,Sea,4-7 nights,25-34,1.0,6.01,0.33
849,2002,Germany,Business,Sea,4-7 nights,35-44,1.0,4.01,0.0
850,2002,Germany,Business,Tunnel,8-14 nights,45-54,1.54,4.64,0.12
851,2002,Germany,VFR,Air,1-3 nights,25-34,2.31,6.91,0.15
852,2002,Germany,VFR,Air,4-7 nights,25-34,2.31,11.52,0.33
853,2002,Germany,VFR,Air,8-14 nights,45-54,1.32,14.46,0.23
854,2002,Germany,VFR,Air,8-14 nights,55-64,0.41,3.23,0.07
855,2002,Germany,VFR,Air,8-14 nights,65+,0.64,8.90,0.15
856,2002,Germany,VFR,Sea,15+ nights,55-64,0.96,15.20,1.02
857,2002,Germany,Other,Sea,4-7 nights,45-54,0.94,3.75,0.18
1338,2002,Germany,Holiday,Air,4-7 nights,55-64,0.47,1.90,0.14
1339,2002,Germany,Holiday,Air,8-14 nights,35-44,0.41,2.05,0.07
1340,2002,Germany,Holiday,Air,8-14 nights,55-64,0.65,8.42,0.54
1341,2002,Germany,Holiday,Sea,4-7 nights,16-24,4.99,19.96,1.08
1342,2002,Germany,Holiday,Sea,8-14 nights,55-64,0.51,1.94,0.49
1343,2002,Germany,Holiday,Sea,15+ nights,65+,1.57,61.08,3.79
1344,2002,Germany,Business,Air,1-3 nights,35-44,0.51,0.50,0.16
1345,2002,Germany,Business,Air,1-3 nights,45-54,1.5,3.71,0.64
1346,2002,Germany,Business,Air,1-3 nights,55-64,0.63,1.88,0.26
1347,2002,Germany,Business,Air,8-14 nights,55-64,0.58,4.60,0.74
1348,2002,Germany,Business,Tunnel,1-3 nights,45-54,1.7,1.70,0.01
1349,2002,Germany,Business,Tunnel,1-3 nights,55-64,1.7,3.40,0.11
1350,2002,Germany,VFR,Air,1-3 nights,25-34,0.38,1.09,0.08
1351,2002,Germany,VFR,Air,1-3 nights,55-64,0.38,1.09,0.1
1352,2002,Germany,VFR,Air,15+ nights,55-64,1.0,3.88,0.15
1606,2003,Germany,Holiday,Air,8-14 nights,55-64,1.36,10.24,0.41
1607,2003,Germany,Holiday,Air,15+ nights,16-24,1.02,155.32,2.99
1608,2003,Germany,Business,Air,1-3 nights,35-44,1.14,1.76,0.3
1609,2003,Germany,Business,Air,1-3 nights,45-54,0.36,0.70,0.11
1610,2003,Germany,Business,Air,4-7 nights,25-34,0.83,0.81,0.22
1611,2003,Germany,Business,Air,4-7 nights,35-44,0.54,1.06,0.11
1612,2003,Germany,Business,Air,4-7 nights,45-54,0.65,2.57,0.14
1613,2003,Germany,Business,Sea,1-3 nights,35-44,1.75,3.46,0.0
1614,2003,Germany,Business,Sea,1-3 nights,45-54,3.51,3.46,0.6
1615,2003,Germany,VFR,Air,1-3 nights,35-44,0.9,2.75,0.44
1616,2003,Germany,VFR,Air,4-7 nights,0-15,0.69,4.95,0.07
1617,2003,Germany,VFR,Air,4-7 nights,25-34,1.47,10.05,0.07
1618,2003,Germany,VFR,Air,8-14 nights,25-34,1.52,14.00,0.02
1913,2003,Germany,Holiday,Air,1-3 nights,25-34,0.49,1.42,0.13
1914,2003,Germany,Holiday,Air,4-7 nights,35-44,2.72,10.58,0.88
1915,2003,Germany,Holiday,Air,4-7 nights,45-54,0.37,0.71,0.06
1916,2003,Germany,Holiday,Air,4-7 nights,65+,1.13,7.49,0.86
1917,2003,Germany,Holiday,Air,8-14 nights,65+,0.67,4.35,0.83
1918,2003,Germany,Holiday,Sea,1-3 nights,0-15,0.78,2.35,0.18
1919,2003,Germany,Holiday,Sea,1-3 nights,45-54,1.56,4.69,0.43
1920,2003,Germany,Holiday,Sea,4-7 nights,45-54,0.78,3.13,0.25
1921,2003,Germany,Holiday,Sea,4-7 nights,55-64,0.78,3.91,0.35
1922,2003,Germany,Holiday,Sea,4-7 nights,65+,1.67,5.11,0.33
1923,2003,Germany,Holiday,Sea,8-14 nights,25-34,0.44,6.20,0.44
1924,2003,Germany,Holiday,Sea,8-14 nights,55-64,0.78,4.69,0.46
1925,2003,Germany,Holiday,Sea,15+ nights,16-24,0.44,7.97,0.17
1926,2003,Germany,Holiday,Sea,15+ nights,35-44,0.54,7.60,0.3
1927,2003,Germany,Holiday,Sea,15+ nights,45-54,0.88,15.94,1.07
1928,2003,Germany,Business,Air,1-3 nights,35-44,1.25,3.58,0.0
1929,2003,Germany,Business,Air,4-7 nights,25-34,1.51,8.61,0.21
1930,2003,Germany,Business,Air,4-7 nights,35-44,1.25,5.97,1.23
1931,2003,Germany,Business,Air,4-7 nights,55-64,0.94,2.95,0.65
1932,2003,Germany,Business,Sea,1-3 nights,45-54,3.0,2.95,0.02
1933,2003,Germany,Business,Sea,4-7 nights,45-54,0.83,4.08,0.03
1934,2003,Germany,Business,Sea,15+ nights,25-34,0.92,2.60,0.06
1935,2003,Germany,VFR,Air,1-3 nights,35-44,1.63,3.35,0.16
1936,2003,Germany,VFR,Sea,8-14 nights,25-34,0.49,3.85,0.18
1937,2003,Germany,Other,Air,4-7 nights,25-34,0.4,1.52,0.08
1938,2003,Germany,Other,Sea,4-7 nights,35-44,3.07,17.64,0.32
2289,2003,Germany,Holiday,Air,1-3 nights,16-24,2.33,6.88,0.48
2290,2003,Germany,Holiday,Air,1-3 nights,25-34,2.14,6.42,1.69
2291,2003,Germany,Holiday,Air,1-3 nights,35-44,2.82,8.35,0.34
2292,2003,Germany,Holiday,Air,1-3 nights,45-54,3.26,6.71,0.65
2293,2003,Germany,Holiday,Air,1-3 nights,65+,1.36,4.02,2.15
2294,2003,Germany,Holiday,Air,4-7 nights,16-24,2.14,12.85,0.22
2295,2003,Germany,Holiday,Air,4-7 nights,25-34,5.3,24.27,1.87
2296,2003,Germany,Holiday,Air,4-7 nights,35-44,0.61,2.98,0.19
2297,2003,Germany,Holiday,Air,4-7 nights,55-64,1.72,7.83,0.4
2298,2003,Germany,Holiday,Air,4-7 nights,65+,2.94,18.43,2.52
2299,2003,Germany,Holiday,Air,8-14 nights,0-15,2.71,37.30,3.27
2300,2003,Germany,Holiday,Air,8-14 nights,16-24,2.71,37.30,0.3
2301,2003,Germany,Holiday,Air,8-14 nights,25-34,2.33,18.35,0.6
2302,2003,Germany,Holiday,Air,8-14 nights,35-44,2.36,23.02,0.63
2303,2003,Germany,Holiday,Air,8-14 nights,45-54,0.77,5.15,0.18
2304,2003,Germany,Holiday,Air,8-14 nights,55-64,2.33,32.12,2.86
2305,2003,Germany,Holiday,Air,15+ nights,0-15,0.36,5.66,0.17
2306,2003,Germany,Holiday,Air,15+ nights,16-24,4.17,52.07,2.79
2307,2003,Germany,Holiday,Air,15+ nights,35-44,1.28,20.14,0.42
2308,2003,Germany,Holiday,Air,15+ nights,65+,3.04,51.94,34.55
2309,2003,Germany,Holiday,Sea,1-3 nights,55-64,3.02,9.11,0.84
2310,2003,Germany,Holiday,Sea,1-3 nights,65+,0.99,2.99,0.26
2311,2003,Germany,Holiday,Sea,4-7 nights,0-15,0.99,5.98,0.85
2312,2003,Germany,Holiday,Sea,4-7 nights,16-24,0.99,2.99,0.34
2313,2003,Germany,Holiday,Sea,4-7 nights,25-34,0.99,5.98,0.42
2314,2003,Germany,Holiday,Sea,4-7 nights,35-44,0.99,2.49,0.21
2315,2003,Germany,Holiday,Sea,4-7 nights,45-54,7.87,33.81,2.35
2316,2003,Germany,Holiday,Sea,4-7 nights,55-64,4.01,21.22,1.22
2317,2003,Germany,Holiday,Sea,4-7 nights,65+,5.96,29.90,2.83
2318,2003,Germany,Holiday,Sea,8-14 nights,0-15,1.03,8.36,0.09
2319,2003,Germany,Holiday,Sea,8-14 nights,16-24,2.58,27.75,1.02
2320,2003,Germany,Holiday,Sea,8-14 nights,25-34,1.08,14.26,0.88
2321,2003,Germany,Holiday,Sea,8-14 nights,35-44,0.54,7.13,0.27
2322,2003,Germany,Holiday,Sea,8-14 nights,45-54,1.03,9.40,0.29
2323,2003,Germany,Holiday,Sea,15+ nights,55-64,1.03,16.25,0.48
2324,2003,Germany,Holiday,Tunnel,8-14 nights,45-54,2.31,30.44,0.63
2325,2003,Germany,Business,Air,1-3 nights,35-44,2.32,2.23,0.37
2326,2003,Germany,Business,Air,1-3 nights,45-54,4.19,4.03,0.46
2327,2003,Germany,Business,Air,4-7 nights,25-34,0.82,1.57,0.02
2328,2003,Germany,Business,Sea,1-3 nights,45-54,1.7,1.61,0.0
2329,2003,Germany,Business,Tunnel,8-14 nights,25-34,2.39,4.52,0.7
2330,2003,Germany,VFR,Air,1-3 nights,0-15,1.34,2.62,0.12
2331,2003,Germany,VFR,Air,4-7 nights,25-34,0.35,2.42,0.05
2332,2003,Germany,VFR,Air,4-7 nights,35-44,0.27,1.60,0.03
2333,2003,Germany,VFR,Air,4-7 nights,65+,0.7,2.72,0.28
2334,2003,Germany,VFR,Air,8-14 nights,16-24,2.3,22.42,0.26
2335,2003,Germany,VFR,Air,8-14 nights,35-44,2.3,22.42,0.41
2336,2003,Germany,VFR,Air,8-14 nights,55-64,2.3,17.93,4.59
2337,2003,Germany,VFR,Sea,8-14 nights,0-15,1.51,1.52,0.02
2338,2003,Germany,VFR,Sea,15+ nights,0-15,1.0,18.03,0.2
2339,2003,Germany,VFR,Sea,15+ nights,25-34,0.87,17.44,0.0
2340,2003,Germany,VFR,Sea,15+ nights,45-54,0.87,17.44,0.15
2341,2003,Germany,VFR,Sea,15+ nights,55-64,1.51,27.40,0.39
2342,2003,Germany,Study,Air,15+ nights,16-24,2.43,72.75,3.31
2825,2003,Germany,Holiday,Air,4-7 nights,16-24,2.74,5.33,0.06
2826,2003,Germany,Holiday,Air,4-7 nights,25-34,0.51,1.98,0.13
2827,2003,Germany,Holiday,Air,8-14 nights,45-54,0.91,11.50,0.74
2828,2003,Germany,Holiday,Sea,1-3 nights,55-64,1.07,2.14,0.27
2829,2003,Germany,Business,Air,1-3 nights,25-34,0.93,1.14,0.16
2830,2003,Germany,Business,Air,1-3 nights,35-44,2.21,4.70,0.26
2831,2003,Germany,Business,Air,1-3 nights,45-54,0.41,0.51,0.08
2832,2003,Germany,Business,Air,4-7 nights,55-64,0.47,2.30,0.14
2833,2003,Germany,Business,Air,8-14 nights,16-24,0.67,6.58,0.99
2834,2003,Germany,Business,Sea,4-7 nights,45-54,2.79,16.74,0.99
2835,2003,Germany,VFR,Air,8-14 nights,55-64,0.43,4.57,0.13
2836,2003,Germany,VFR,Sea,8-14 nights,45-54,0.45,5.68,0.06
2837,2003,Germany,Study,Air,15+ nights,16-24,2.44,214.73,4.31
2838,2003,Germany,Other,Air,1-3 nights,16-24,1.32,3.87,0.3
2839,2003,Germany,Other,Air,1-3 nights,35-44,0.97,0.96,0.06
2840,2003,Germany,Other,Air,15+ nights,0-15,0.54,16.85,0.23
3086,2004,Germany,Holiday,Air,1-3 nights,16-24,1.77,1.72,0.19
3087,2004,Germany,Holiday,Air,1-3 nights,25-34,1.21,1.18,0.13
3088,2004,Germany,Holiday,Air,4-7 nights,16-24,0.55,1.08,0.02
3089,2004,Germany,Holiday,Air,4-7 nights,25-34,0.36,1.76,0.0
3090,2004,Germany,Holiday,Air,8-14 nights,25-34,0.5,3.42,0.26
3091,2004,Germany,Holiday,Air,15+ nights,16-24,1.77,3.44,0.08
3092,2004,Germany,Business,Air,1-3 nights,25-34,0.5,1.54,0.17
3093,2004,Germany,Business,Air,1-3 nights,35-44,0.71,0.73,0.06
3094,2004,Germany,Business,Air,4-7 nights,25-34,1.0,4.10,0.23
3095,2004,Germany,Business,Air,4-7 nights,35-44,0.5,1.53,0.23
3096,2004,Germany,Business,Sea,1-3 nights,25-34,1.71,1.71,0.0
3097,2004,Germany,VFR,Air,4-7 nights,0-15,1.55,8.26,0.0
3098,2004,Germany,VFR,Air,4-7 nights,25-34,1.24,1.32,0.06
3099,2004,Germany,VFR,Air,4-7 nights,55-64,0.28,2.07,0.1
3381,2004,Germany,Holiday,Air,4-7 nights,16-24,0.59,4.07,0.23
3382,2004,Germany,Holiday,Air,4-7 nights,55-64,3.66,19.58,1.2
3383,2004,Germany,Holiday,Air,8-14 nights,25-34,1.37,13.43,0.78
3384,2004,Germany,Holiday,Air,15+ nights,16-24,0.34,9.12,0.0
3385,2004,Germany,Holiday,Sea,4-7 nights,0-15,0.83,5.01,0.24
3386,2004,Germany,Holiday,Sea,4-7 nights,16-24,0.83,3.34,0.2
3387,2004,Germany,Holiday,Sea,4-7 nights,35-44,1.33,4.35,0.1
3388,2004,Germany,Holiday,Sea,4-7 nights,45-54,0.83,5.01,0.2
3389,2004,Germany,Holiday,Sea,4-7 nights,55-64,0.83,5.01,0.34
3390,2004,Germany,Holiday,Sea,4-7 nights,65+,7.45,38.97,1.55
3391,2004,Germany,Holiday,Sea,8-14 nights,0-15,0.86,6.81,0.03
3392,2004,Germany,Holiday,Sea,8-14 nights,16-24,0.86,6.81,0.09
3393,2004,Germany,Holiday,Sea,8-14 nights,35-44,0.56,7.76,0.56
3394,2004,Germany,Holiday,Sea,8-14 nights,55-64,0.86,4.87,0.08
3395,2004,Germany,Holiday,Sea,8-14 nights,65+,2.5,25.06,2.1
3396,2004,Germany,Holiday,Sea,15+ nights,55-64,0.83,19.38,0.76
3397,2004,Germany,Holiday,Sea,15+ nights,65+,0.83,17.77,0.58
3398,2004,Germany,Business,Air,1-3 nights,35-44,3.3,6.91,0.82
3399,2004,Germany,Business,Air,1-3 nights,45-54,1.29,3.61,0.96
3400,2004,Germany,Business,Air,1-3 nights,55-64,0.87,1.00,0.34
3401,2004,Germany,Business,Air,4-7 nights,35-44,0.74,2.18,0.28
3402,2004,Germany,Business,Air,4-7 nights,45-54,1.29,10.36,0.22
3403,2004,Germany,Business,Sea,4-7 nights,45-54,0.82,3.29,0.15
3404,2004,Germany,Business,Sea,4-7 nights,65+,0.82,4.12,0.27
3405,2004,Germany,Business,Sea,8-14 nights,35-44,0.82,4.71,0.12
3406,2004,Germany,Business,Tunnel,1-3 nights,25-34,1.87,1.87,0.06
3407,2004,Germany,Business,Tunnel,1-3 nights,35-44,1.87,1.87,0.06
3408,2004,Germany,VFR,Air,4-7 nights,25-34,1.63,4.63,0.04
3409,2004,Germany,VFR,Air,4-7 nights,35-44,1.76,9.99,0.47
3410,2004,Germany,VFR,Air,8-14 nights,65+,1.88,19.57,0.3
3411,2004,Germany,VFR,Air,15+ nights,16-24,1.36,29.66,2.01
3412,2004,Germany,VFR,Sea,8-14 nights,0-15,0.87,2.63,0.03
3413,2004,Germany,Other,Sea,15+ nights,45-54,0.51,1.68,0.05
3781,2004,Germany,Holiday,Air,1-3 nights,65+,2.01,5.85,1.03
3782,2004,Germany,Holiday,Air,4-7 nights,0-15,2.01,13.64,0.6
3783,2004,Germany,Holiday,Air,4-7 nights,25-34,2.01,13.64,1.03
3784,2004,Germany,Holiday,Air,4-7 nights,35-44,0.94,6.39,0.58
3785,2004,Germany,Holiday,Air,4-7 nights,45-54,2.99,14.46,0.67
3786,2004,Germany,Holiday,Air,4-7 nights,65+,1.77,12.40,0.58
3787,2004,Germany,Holiday,Air,8-14 nights,0-15,2.01,27.28,0.86
3788,2004,Germany,Holiday,Air,8-14 nights,16-24,7.14,74.46,3.57
3789,2004,Germany,Holiday,Air,8-14 nights,35-44,0.78,9.89,0.75
3790,2004,Germany,Holiday,Air,8-14 nights,45-54,5.74,52.60,3.41
3791,2004,Germany,Holiday,Air,8-14 nights,55-64,3.15,31.16,2.64
3792,2004,Germany,Holiday,Air,15+ nights,16-24,1.96,27.80,0.31
3793,2004,Germany,Holiday,Air,15+ nights,25-34,1.29,26.23,0.88
3794,2004,Germany,Holiday,Air,15+ nights,35-44,4.96,83.80,3.36
3795,2004,Germany,Holiday,Air,15+ nights,55-64,2.01,33.12,0.56
3796,2004,Germany,Holiday,Sea,4-7 nights,16-24,1.72,10.22,0.49
3797,2004,Germany,Holiday,Sea,4-7 nights,25-34,0.83,3.34,0.16
3798,2004,Germany,Holiday,Sea,4-7 nights,35-44,1.67,8.34,0.65
3799,2004,Germany,Holiday,Sea,4-7 nights,45-54,0.83,5.84,0.54
3800,2004,Germany,Holiday,Sea,4-7 nights,55-64,4.17,24.19,2.32
3801,2004,Germany,Holiday,Sea,4-7 nights,65+,5.01,31.70,1.95
3802,2004,Germany,Holiday,Sea,8-14 nights,0-15,0.83,7.51,0.76
3803,2004,Germany,Holiday,Sea,8-14 nights,16-24,0.83,6.67,0.45
3804,2004,Germany,Holiday,Sea,8-14 nights,35-44,1.78,19.75,1.13
3805,2004,Germany,Holiday,Sea,8-14 nights,45-54,2.64,23.23,1.4
3806,2004,Germany,Holiday,Sea,8-14 nights,55-64,1.72,16.26,0.98
3807,2004,Germany,Holiday,Sea,8-14 nights,65+,0.89,8.76,0.07
3808,2004,Germany,Holiday,Sea,15+ nights,0-15,0.89,13.13,0.26
3809,2004,Germany,Holiday,Sea,15+ nights,25-34,1.78,25.39,0.34
3810,2004,Germany,Holiday,Sea,15+ nights,35-44,1.78,35.90,1.5
3811,2004,Germany,Holiday,Sea,15+ nights,45-54,2.07,40.85,1.08
3812,2004,Germany,Holiday,Tunnel,8-14 nights,25-34,0.51,3.25,0.0
3813,2004,Germany,Business,Air,1-3 nights,25-34,4.58,4.56,0.58
3814,2004,Germany,Business,Air,1-3 nights,35-44,4.88,7.93,1.63
3815,2004,Germany,Business,Air,4-7 nights,25-34,0.44,1.75,0.4
3816,2004,Germany,Business,Air,4-7 nights,35-44,0.68,3.38,1.02
3817,2004,Germany,Business,Air,8-14 nights,45-54,1.3,12.90,0.47
3818,2004,Germany,Business,Sea,4-7 nights,25-34,0.87,3.48,0.18
3819,2004,Germany,Business,Sea,4-7 nights,45-54,0.87,6.10,0.39
3820,2004,Germany,Business,Tunnel,8-14 nights,35-44,0.48,1.90,0.06
3821,2004,Germany,VFR,Air,1-3 nights,55-64,1.89,3.96,0.42
3822,2004,Germany,VFR,Air,4-7 nights,25-34,1.94,14.21,1.73
3823,2004,Germany,VFR,Air,4-7 nights,35-44,1.94,10.15,1.09
3824,2004,Germany,VFR,Air,8-14 nights,0-15,2.16,24.86,0.97
3825,2004,Germany,VFR,Air,8-14 nights,25-34,3.18,39.23,1.57
3826,2004,Germany,VFR,Air,15+ nights,16-24,0.61,0.64,0.03
3827,2004,Germany,VFR,Air,15+ nights,25-34,0.51,12.34,0.12
3828,2004,Germany,VFR,Air,15+ nights,65+,0.9,7.55,0.31
3829,2004,Germany,VFR,Sea,15+ nights,25-34,0.59,4.12,0.0
3830,2004,Germany,Study,Air,8-14 nights,25-34,0.73,10.32,0.92
3831,2004,Germany,Study,Air,8-14 nights,35-44,1.86,26.45,1.82
3832,2004,Germany,Other,Air,8-14 nights,25-34,0.62,6.06,0.18
3833,2004,Germany,Other,Air,8-14 nights,45-54,0.49,0.96,0.22
3834,2004,Germany,Other,Sea,1-3 nights,55-64,0.83,1.67,0.16
4351,2004,Germany,Holiday,Air,1-3 nights,35-44,2.47,4.95,0.61
4352,2004,Germany,Holiday,Air,1-3 nights,45-54,3.16,9.41,1.79
4353,2004,Germany,Holiday,Air,4-7 nights,25-34,0.44,2.62,0.09
4354,2004,Germany,Holiday,Sea,4-7 nights,45-54,0.48,3.38,0.52
4355,2004,Germany,Holiday,Sea,8-14 nights,45-54,0.48,2.48,0.19
4356,2004,Germany,Holiday,Sea,15+ nights,65+,2.1,56.80,1.02
4357,2004,Germany,Business,Air,1-3 nights,25-34,0.41,0.80,0.13
4358,2004,Germany,Business,Air,1-3 nights,35-44,3.3,6.06,0.87
4359,2004,Germany,Business,Air,1-3 nights,45-54,1.33,2.86,0.2
4360,2004,Germany,Business,Air,4-7 nights,25-34,2.6,15.29,1.24
4361,2004,Germany,Business,Air,4-7 nights,35-44,3.17,12.42,3.26
4362,2004,Germany,Business,Sea,4-7 nights,45-54,1.03,4.37,0.23
4363,2004,Germany,Business,Tunnel,8-14 nights,45-54,1.12,2.38,0.02
4364,2004,Germany,VFR,Air,1-3 nights,35-44,5.19,12.93,0.46
4365,2004,Germany,VFR,Air,4-7 nights,16-24,0.41,2.84,0.11
4366,2004,Germany,VFR,Air,4-7 nights,25-34,2.6,18.10,0.3
4367,2004,Germany,VFR,Air,4-7 nights,35-44,1.95,3.17,0.01
4368,2004,Germany,VFR,Air,4-7 nights,45-54,0.96,4.77,0.28
4369,2004,Germany,VFR,Air,8-14 nights,25-34,0.41,4.50,0.83
4370,2004,Germany,VFR,Air,8-14 nights,65+,0.45,2.25,0.04
4637,2005,Germany,Holiday,Air,1-3 nights,25-34,1.08,3.18,0.39
4638,2005,Germany,Holiday,Air,4-7 nights,35-44,2.3,11.21,0.14
4639,2005,Germany,Business,Air,1-3 nights,35-44,1.57,3.86,0.18
4640,2005,Germany,Business,Air,1-3 nights,45-54,0.53,1.05,0.27
4641,2005,Germany,Business,Air,1-3 nights,55-64,0.46,0.50,0.09
4642,2005,Germany,Business,Air,4-7 nights,35-44,1.02,4.43,0.59
4643,2005,Germany,Business,Air,15+ nights,16-24,1.37,85.76,1.52
4644,2005,Germany,Business,Air,15+ nights,25-34,0.4,1.75,0.1
4645,2005,Germany,VFR,Air,4-7 nights,35-44,0.99,4.85,0.91
4646,2005,Germany,VFR,Air,4-7 nights,45-54,0.88,5.19,0.28
4647,2005,Germany,VFR,Air,15+ nights,25-34,0.71,16.01,1.11
4648,2005,Germany,Study,Air,15+ nights,16-24,0.98,54.78,3.14
4982,2005,Germany,Holiday,Air,1-3 nights,16-24,0.97,2.85,0.46
4983,2005,Germany,Holiday,Air,1-3 nights,25-34,2.84,8.41,1.24
4984,2005,Germany,Holiday,Air,1-3 nights,35-44,0.97,1.90,0.23
4985,2005,Germany,Holiday,Air,1-3 nights,45-54,0.97,2.85,0.31
4986,2005,Germany,Holiday,Air,4-7 nights,16-24,1.93,10.47,0.28
4987,2005,Germany,Holiday,Air,4-7 nights,25-34,2.92,19.08,1.32
4988,2005,Germany,Holiday,Air,4-7 nights,35-44,10.05,47.11,7.51
4989,2005,Germany,Holiday,Air,8-14 nights,0-15,0.39,5.00,0.5
4990,2005,Germany,Holiday,Air,8-14 nights,16-24,2.09,14.41,1.68
