,year,country,purpose,mode,duration,age,visits_thousand,nights_thousand,millions_spent
0,2002,USA,Holiday,Air,4-7 nights,0-15,0.27,1.60,0.16
1,2002,USA,Holiday,Air,4-7 nights,16-24,1.08,4.62,0.25
2,2002,USA,Holiday,Air,4-7 nights,25-34,0.99,5.03,0.81
3,2002,USA,Holiday,Air,4-7 nights,45-54,0.35,1.80,0.08
4,2002,USA,Holiday,Air,4-7 nights,65+,1.66,10.09,0.62
5,2002,USA,Holiday,Air,8-14 nights,0-15,0.23,1.63,0.11
6,2002,USA,Holiday,Air,8-14 nights,16-24,0.2,0.40,0.04
7,2002,USA,Holiday,Air,8-14 nights,25-34,1.51,12.55,0.18
8,2002,USA,Holiday,Air,8-14 nights,35-44,1.43,6.86,0.69
9,2002,USA,Holiday,Air,8-14 nights,45-54,2.38,20.43,0.8
10,2002,USA,Holiday,Air,8-14 nights,55-64,1.28,4.11,0.28
11,2002,USA,Holiday,Air,8-14 nights,65+,0.22,1.56,0.11
12,2002,USA,Holiday,Air,15+ nights,25-34,1.08,17.08,0.39
13,2002,USA,Holiday,Air,15+ nights,35-44,0.35,1.80,0.07
14,2002,USA,Holiday,Air,15+ nights,45-54,1.04,17.93,1.66
15,2002,USA,Holiday,Air,15+ nights,65+,0.21,0.42,0.03
16,2002,USA,Holiday,Tunnel,4-7 nights,35-44,0.45,1.34,0.02
17,2002,USA,Business,Air,1-3 nights,35-44,0.21,0.62,0.07
18,2002,USA,Business,Air,1-3 nights,55-64,1.36,1.93,0.25
19,2002,USA,Business,Air,4-7 nights,25-34,1.02,1.78,0.15
20,2002,USA,Business,Air,4-7 nights,35-44,0.96,3.67,0.52
21,2002,USA,Business,Air,4-7 nights,45-54,1.28,5.98,0.84
22,2002,USA,Business,Air,4-7 nights,55-64,0.99,3.96,0.69
23,2002,USA,Business,Air,8-14 nights,45-54,1.48,11.65,0.59
24,2002,USA,Business,Air,8-14 nights,55-64,0.22,1.10,0.13
25,2002,USA,Business,Air,15+ nights,25-34,0.22,0.45,0.01
26,2002,USA,Business,Air,15+ nights,35-44,0.4,0.42,0.04
27,2002,USA,Business,Air,15+ nights,45-54,0.27,0.81,0.13
28,2002,USA,Business,Tunnel,4-7 nights,55-64,0.46,0.42,0.06
29,2002,USA,VFR,Air,1-3 nights,25-34,0.2,0.58,0.08
30,2002,USA,VFR,Air,1-3 nights,35-44,1.32,3.93,0.55
31,2002,USA,VFR,Air,1-3 nights,55-64,0.46,0.90,0.06
32,2002,USA,VFR,Air,4-7 nights,25-34,1.01,5.03,0.27
33,2002,USA,VFR,Air,4-7 nights,45-54,0.49,2.38,0.04
34,2002,USA,VFR,Air,4-7 nights,55-64,1.57,9.15,1.0
35,2002,USA,VFR,Air,8-14 nights,0-15,0.22,2.89,0.1
36,2002,USA,VFR,Air,8-14 nights,16-24,1.81,14.43,0.45
37,2002,USA,VFR,Air,8-14 nights,25-34,3.46,35.93,1.23
38,2002,USA,VFR,Air,8-14 nights,35-44,2.23,23.11,2.16
39,2002,USA,VFR,Air,8-14 nights,45-54,1.66,15.03,0.79
40,2002,USA,VFR,Air,8-14 nights,55-64,0.98,8.80,0.3
41,2002,USA,VFR,Air,8-14 nights,65+,0.69,6.38,0.45
42,2002,USA,VFR,Air,15+ nights,0-15,1.74,17.83,0.14
43,2002,USA,VFR,Air,15+ nights,25-34,1.01,23.14,0.39
44,2002,USA,VFR,Air,15+ nights,35-44,0.29,11.06,0.58
45,2002,USA,VFR,Air,15+ nights,45-54,1.35,19.12,0.5
46,2002,USA,VFR,Air,15+ nights,55-64,2.25,10.71,0.12
47,2002,USA,VFR,Air,15+ nights,65+,0.38,4.96,0.14
48,2002,USA,Other,Air,1-3 nights,35-44,0.34,0.33,0.08
49,2002,USA,Other,Air,4-7 nights,35-44,0.31,1.51,0.13
50,2002,USA,Other,Air,15+ nights,0-15,0.39,111.51,0.95
264,2002,USA,Holiday,Air,1-3 nights,45-54,0.28,0.83,0.79
265,2002,USA,Holiday,Air,4-7 nights,0-15,0.26,1.54,0.19
266,2002,USA,Holiday,Air,4-7 nights,16-24,0.28,0.85,0.02
267,2002,USA,Holiday,Air,4-7 nights,25-34,6.89,34.37,1.99
268,2002,USA,Holiday,Air,4-7 nights,35-44,3.22,11.43,1.42
269,2002,USA,Holiday,Air,4-7 nights,45-54,3.69,12.67,1.34
270,2002,USA,Holiday,Air,4-7 nights,55-64,7.26,26.88,3.37
271,2002,USA,Holiday,Air,4-7 nights,65+,4.64,19.04,1.56
272,2002,USA,Holiday,Air,8-14 nights,0-15,0.23,0.23,0.02
273,2002,USA,Holiday,Air,8-14 nights,16-24,2.48,9.18,0.23
274,2002,USA,Holiday,Air,8-14 nights,25-34,4.89,34.44,1.93
275,2002,USA,Holiday,Air,8-14 nights,35-44,4.78,20.53,3.09
276,2002,USA,Holiday,Air,8-14 nights,45-54,12.53,58.06,7.16
277,2002,USA,Holiday,Air,8-14 nights,55-64,5.53,39.41,5.1
278,2002,USA,Holiday,Air,8-14 nights,65+,2.46,15.11,0.85
279,2002,USA,Holiday,Air,15+ nights,16-24,0.85,1.65,0.05
280,2002,USA,Holiday,Air,15+ nights,25-34,0.49,4.85,0.09
281,2002,USA,Holiday,Air,15+ nights,35-44,2.12,47.82,1.37
282,2002,USA,Holiday,Air,15+ nights,45-54,2.47,13.78,1.97
283,2002,USA,Holiday,Air,15+ nights,55-64,3.4,51.93,2.39
284,2002,USA,Holiday,Air,15+ nights,65+,1.42,15.85,1.26
285,2002,USA,Holiday,Sea,4-7 nights,55-64,0.04,0.16,0.01
286,2002,USA,Holiday,Sea,8-14 nights,0-15,1.8,5.31,0.07
287,2002,USA,Holiday,Tunnel,4-7 nights,25-34,0.47,2.32,0.12
288,2002,USA,Holiday,Tunnel,4-7 nights,45-54,0.47,0.46,0.02
289,2002,USA,Holiday,Tunnel,4-7 nights,55-64,0.45,1.36,0.08
290,2002,USA,Holiday,Tunnel,8-14 nights,25-34,0.47,3.71,0.08
291,2002,USA,Holiday,Tunnel,8-14 nights,45-54,0.94,3.25,0.33
292,2002,USA,Holiday,Tunnel,8-14 nights,55-64,0.47,0.52,0.01
293,2002,USA,Holiday,Tunnel,8-14 nights,65+,0.45,4.52,0.39
294,2002,USA,Business,Air,1-3 nights,35-44,1.04,3.10,0.72
295,2002,USA,Business,Air,1-3 nights,45-54,0.44,1.32,0.14
296,2002,USA,Business,Air,4-7 nights,25-34,2.09,8.79,2.65
297,2002,USA,Business,Air,4-7 nights,35-44,0.75,2.29,0.25
298,2002,USA,Business,Air,4-7 nights,45-54,2.49,9.88,1.39
299,2002,USA,Business,Air,4-7 nights,55-64,0.72,3.08,0.21
300,2002,USA,Business,Air,4-7 nights,65+,3.53,15.41,1.18
301,2002,USA,Business,Air,8-14 nights,25-34,1.18,5.62,0.37
302,2002,USA,Business,Air,8-14 nights,45-54,0.25,0.86,0.03
303,2002,USA,Business,Air,15+ nights,35-44,1.25,10.56,0.28
304,2002,USA,Business,Air,15+ nights,45-54,1.89,29.82,4.42
305,2002,USA,Business,Air,15+ nights,55-64,0.61,3.09,0.04
306,2002,USA,VFR,Air,1-3 nights,16-24,1.63,4.92,0.14
307,2002,USA,VFR,Air,4-7 nights,25-34,0.44,1.79,0.32
308,2002,USA,VFR,Air,4-7 nights,35-44,0.47,3.30,0.66
309,2002,USA,VFR,Air,4-7 nights,45-54,2.02,10.82,0.55
310,2002,USA,VFR,Air,4-7 nights,55-64,1.05,6.07,0.36
311,2002,USA,VFR,Air,4-7 nights,65+,0.38,2.66,0.22
312,2002,USA,VFR,Air,8-14 nights,0-15,1.46,4.53,0.16
313,2002,USA,VFR,Air,8-14 nights,25-34,2.08,21.42,0.75
314,2002,USA,VFR,Air,8-14 nights,35-44,1.63,22.96,0.97
315,2002,USA,VFR,Air,8-14 nights,45-54,0.61,4.77,0.07
316,2002,USA,VFR,Air,8-14 nights,55-64,5.14,41.44,1.58
317,2002,USA,VFR,Air,8-14 nights,65+,3.93,7.92,1.38
318,2002,USA,VFR,Air,15+ nights,25-34,0.29,10.70,0.12
319,2002,USA,VFR,Air,15+ nights,35-44,2.03,25.93,7.31
320,2002,USA,VFR,Air,15+ nights,55-64,2.96,53.53,3.0
321,2002,USA,VFR,Air,15+ nights,65+,0.82,5.03,0.22
322,2002,USA,Study,Air,15+ nights,16-24,0.23,0.25,0.02
323,2002,USA,Study,Air,15+ nights,35-44,0.48,1.03,0.07
324,2002,USA,Study,Tunnel,15+ nights,16-24,0.9,2.26,0.12
325,2002,USA,Other,Air,1-3 nights,45-54,0.45,0.57,0.09
326,2002,USA,Other,Air,4-7 nights,45-54,0.46,4.03,0.16
327,2002,USA,Other,Air,8-14 nights,16-24,0.37,0.93,0.12
328,2002,USA,Other,Air,8-14 nights,55-64,0.27,1.18,0.15
329,2002,USA,Other,Air,15+ nights,65+,0.51,1.90,0.1
330,2002,USA,Other,Tunnel,4-7 nights,35-44,0.45,1.81,0.28
657,2002,USA,Holiday,Air,1-3 nights,0-15,1.93,4.11,0.43
658,2002,USA,Holiday,Air,1-3 nights,16-24,0.33,1.05,0.08
659,2002,USA,Holiday,Air,1-3 nights,35-44,1.77,1.88,0.23
660,2002,USA,Holiday,Air,1-3 nights,45-54,4.19,4.45,0.93
661,2002,USA,Holiday,Air,1-3 nights,55-64,1.44,1.53,0.18
662,2002,USA,Holiday,Air,1-3 nights,65+,0.64,1.62,0.29
663,2002,USA,Holiday,Air,4-7 nights,16-24,0.33,1.42,0.1
664,2002,USA,Holiday,Air,4-7 nights,25-34,3.42,21.89,5.77
665,2002,USA,Holiday,Air,4-7 nights,35-44,8.23,42.32,4.7
666,2002,USA,Holiday,Air,4-7 nights,45-54,2.72,12.09,0.91
667,2002,USA,Holiday,Air,4-7 nights,55-64,2.91,16.94,5.43
668,2002,USA,Holiday,Air,4-7 nights,65+,3.2,12.82,1.97
669,2002,USA,Holiday,Air,8-14 nights,0-15,2.53,17.33,1.11
670,2002,USA,Holiday,Air,8-14 nights,16-24,5.83,40.00,3.89
671,2002,USA,Holiday,Air,8-14 nights,25-34,8.1,56.73,8.14
672,2002,USA,Holiday,Air,8-14 nights,35-44,3.74,37.68,2.18
673,2002,USA,Holiday,Air,8-14 nights,45-54,8.84,63.66,8.9
674,2002,USA,Holiday,Air,8-14 nights,55-64,13.15,83.71,11.1
675,2002,USA,Holiday,Air,8-14 nights,65+,12.7,73.60,8.13
676,2002,USA,Holiday,Air,15+ nights,0-15,1.39,10.29,0.65
677,2002,USA,Holiday,Air,15+ nights,16-24,2.27,74.79,0.85
678,2002,USA,Holiday,Air,15+ nights,25-34,0.88,6.76,0.22
679,2002,USA,Holiday,Air,15+ nights,35-44,0.95,3.07,0.14
680,2002,USA,Holiday,Air,15+ nights,45-54,8.13,115.84,9.92
681,2002,USA,Holiday,Air,15+ nights,55-64,4.74,119.81,5.74
682,2002,USA,Holiday,Air,15+ nights,65+,3.46,18.29,1.09
683,2002,USA,Holiday,Sea,4-7 nights,55-64,1.24,2.46,0.25
684,2002,USA,Holiday,Sea,8-14 nights,16-24,0.02,0.19,0.06
685,2002,USA,Holiday,Sea,8-14 nights,55-64,1.21,3.62,0.02
686,2002,USA,Holiday,Sea,15+ nights,65+,1.26,6.29,0.19
687,2002,USA,Holiday,Tunnel,4-7 nights,16-24,0.5,0.49,0.02
688,2002,USA,Holiday,Tunnel,8-14 nights,0-15,0.5,3.93,0.96
689,2002,USA,Holiday,Tunnel,15+ nights,16-24,0.5,0.55,0.01
690,2002,USA,Holiday,Tunnel,15+ nights,65+,0.5,8.85,0.39
691,2002,USA,Business,Air,1-3 nights,25-34,1.85,3.74,0.4
692,2002,USA,Business,Air,1-3 nights,35-44,1.61,4.55,1.02
693,2002,USA,Business,Air,1-3 nights,45-54,1.4,2.89,1.49
694,2002,USA,Business,Air,4-7 nights,35-44,1.58,6.17,1.11
695,2002,USA,Business,Air,4-7 nights,45-54,3.39,17.10,2.75
696,2002,USA,Business,Air,4-7 nights,55-64,0.91,4.88,1.06
697,2002,USA,Business,Air,8-14 nights,35-44,2.03,16.11,3.96
698,2002,USA,Business,Air,8-14 nights,45-54,1.1,5.42,0.48
699,2002,USA,Business,Air,8-14 nights,55-64,0.32,0.64,0.08
700,2002,USA,Business,Air,15+ nights,25-34,0.52,7.49,0.16
701,2002,USA,Business,Air,15+ nights,45-54,1.85,29.93,1.91
702,2002,USA,VFR,Air,1-3 nights,55-64,0.33,0.33,0.03
703,2002,USA,VFR,Air,4-7 nights,25-34,0.33,0.66,0.02
704,2002,USA,VFR,Air,4-7 nights,35-44,0.33,1.00,0.16
705,2002,USA,VFR,Air,4-7 nights,45-54,0.21,0.64,0.07
706,2002,USA,VFR,Air,8-14 nights,25-34,1.23,10.14,0.55
707,2002,USA,VFR,Air,8-14 nights,35-44,3.82,38.45,1.8
708,2002,USA,VFR,Air,8-14 nights,45-54,2.76,22.19,1.88
709,2002,USA,VFR,Air,8-14 nights,55-64,0.54,6.83,0.17
710,2002,USA,VFR,Air,8-14 nights,65+,2.22,18.13,0.76
711,2002,USA,VFR,Air,15+ nights,16-24,1.03,1.06,0.08
712,2002,USA,VFR,Air,15+ nights,25-34,0.58,2.37,0.04
713,2002,USA,VFR,Air,15+ nights,35-44,3.55,64.87,2.33
714,2002,USA,VFR,Air,15+ nights,45-54,6.66,178.12,11.54
715,2002,USA,VFR,Air,15+ nights,55-64,0.63,6.92,0.63
716,2002,USA,VFR,Air,15+ nights,65+,2.42,30.75,1.39
717,2002,USA,VFR,Sea,15+ nights,45-54,0.02,0.43,0.09
718,2002,USA,VFR,Tunnel,8-14 nights,16-24,0.48,4.81,0.02
719,2002,USA,VFR,Tunnel,8-14 nights,25-34,0.48,2.41,0.09
720,2002,USA,Study,Air,15+ nights,16-24,0.68,0.72,0.07
721,2002,USA,Study,Air,15+ nights,25-34,0.21,0.66,0.06
722,2002,USA,Other,Air,4-7 nights,25-34,0.33,1.64,0.0
723,2002,USA,Other,Air,4-7 nights,35-44,0.32,1.29,1.95
724,2002,USA,Other,Air,4-7 nights,45-54,0.51,2.07,0.32
725,2002,USA,Other,Air,4-7 nights,55-64,1.59,9.79,0.46
726,2002,USA,Other,Air,8-14 nights,25-34,0.53,3.91,0.43
727,2002,USA,Other,Air,8-14 nights,35-44,1.89,13.63,1.4
728,2002,USA,Other,Air,8-14 nights,45-54,0.35,2.08,0.04
729,2002,USA,Other,Air,8-14 nights,55-64,0.32,3.22,0.36
730,2002,USA,Other,Air,15+ nights,16-24,0.39,8.68,0.06
731,2002,USA,Other,Air,15+ nights,45-54,0.32,3.54,0.04
1248,2002,USA,Holiday,Air,4-7 nights,16-24,0.53,3.18,0.17
1249,2002,USA,Holiday,Air,4-7 nights,25-34,2.4,11.31,0.63
1250,2002,USA,Holiday,Air,4-7 nights,35-44,4.08,16.88,1.68
1251,2002,USA,Holiday,Air,4-7 nights,45-54,0.55,3.11,0.3
1252,2002,USA,Holiday,Air,4-7 nights,55-64,1.32,3.51,0.28
1253,2002,USA,Holiday,Air,4-7 nights,65+,0.5,2.77,0.5
1254,2002,USA,Holiday,Air,8-14 nights,16-24,0.3,3.25,0.9
1255,2002,USA,Holiday,Air,8-14 nights,25-34,1.69,11.88,0.29
1256,2002,USA,Holiday,Air,8-14 nights,35-44,2.04,13.55,1.4
1257,2002,USA,Holiday,Air,8-14 nights,45-54,1.49,8.12,0.67
1258,2002,USA,Holiday,Air,8-14 nights,55-64,6.49,38.31,2.69
1259,2002,USA,Holiday,Air,8-14 nights,65+,3.08,9.13,0.67
1260,2002,USA,Holiday,Air,15+ nights,25-34,0.3,0.59,0.05
1261,2002,USA,Holiday,Air,15+ nights,35-44,0.39,7.09,0.23
1262,2002,USA,Holiday,Air,15+ nights,45-54,0.8,5.32,0.38
1263,2002,USA,Holiday,Air,15+ nights,55-64,0.88,5.45,0.15
1264,2002,USA,Holiday,Air,15+ nights,65+,1.5,9.49,0.53
1265,2002,USA,Holiday,Sea,1-3 nights,35-44,2.18,2.20,0.45
1266,2002,USA,Holiday,Sea,8-14 nights,45-54,0.07,0.17,0.02
1267,2002,USA,Holiday,Tunnel,8-14 nights,25-34,0.16,0.55,0.05
1268,2002,USA,Business,Air,1-3 nights,45-54,4.03,7.63,0.91
1269,2002,USA,Business,Air,4-7 nights,25-34,0.39,2.69,0.2
1270,2002,USA,Business,Air,4-7 nights,35-44,4.21,19.75,4.82
1271,2002,USA,Business,Air,4-7 nights,55-64,0.76,2.12,0.25
1272,2002,USA,Business,Air,8-14 nights,16-24,0.3,0.59,0.01
1273,2002,USA,Business,Air,8-14 nights,25-34,0.34,3.00,0.52
1274,2002,USA,Business,Air,15+ nights,55-64,0.37,1.45,0.06
1275,2002,USA,Business,Air,15+ nights,65+,0.43,3.00,0.16
1276,2002,USA,Business,Tunnel,15+ nights,65+,0.52,10.18,0.17
1277,2002,USA,VFR,Air,1-3 nights,16-24,0.53,1.59,0.05
1278,2002,USA,VFR,Air,4-7 nights,16-24,0.3,1.18,0.1
1279,2002,USA,VFR,Air,4-7 nights,35-44,0.3,1.73,0.13
1280,2002,USA,VFR,Air,4-7 nights,45-54,1.02,5.44,0.42
1281,2002,USA,VFR,Air,8-14 nights,16-24,0.68,0.69,0.04
1282,2002,USA,VFR,Air,8-14 nights,35-44,1.6,13.97,0.64
1283,2002,USA,VFR,Air,8-14 nights,55-64,1.07,7.38,0.39
1284,2002,USA,VFR,Air,8-14 nights,65+,0.59,4.72,0.13
1285,2002,USA,VFR,Air,15+ nights,55-64,0.55,7.57,0.31
1286,2002,USA,VFR,Air,15+ nights,65+,0.39,1.18,0.04
1287,2002,USA,Study,Air,4-7 nights,45-54,0.43,2.68,0.32
1288,2002,USA,Study,Air,15+ nights,16-24,0.4,1.22,0.06
1289,2002,USA,Other,Air,8-14 nights,45-54,0.57,4.60,0.11
1524,2003,USA,Holiday,Air,4-7 nights,16-24,0.33,2.30,0.04
1525,2003,USA,Holiday,Air,4-7 nights,25-34,3.11,12.95,1.18
1526,2003,USA,Holiday,Air,4-7 nights,35-44,0.64,1.92,0.28
1527,2003,USA,Holiday,Air,4-7 nights,45-54,2.91,15.61,1.55
1528,2003,USA,Holiday,Air,4-7 nights,55-64,3.03,19.90,0.79
1529,2003,USA,Holiday,Air,4-7 nights,65+,0.31,0.94,0.06
1530,2003,USA,Holiday,Air,8-14 nights,25-34,0.81,7.80,0.06
1531,2003,USA,Holiday,Air,8-14 nights,35-44,0.63,6.99,0.64
1532,2003,USA,Holiday,Air,8-14 nights,45-54,0.53,5.00,0.19
1533,2003,USA,Holiday,Air,8-14 nights,55-64,2.18,11.64,0.72
1534,2003,USA,Holiday,Air,8-14 nights,65+,0.74,7.04,0.09
1535,2003,USA,Holiday,Air,15+ nights,16-24,0.89,4.83,0.1
1536,2003,USA,Holiday,Air,15+ nights,25-34,0.24,3.31,0.15
1537,2003,USA,Holiday,Air,15+ nights,55-64,0.22,2.22,0.14
1538,2003,USA,Holiday,Air,15+ nights,65+,0.22,0.22,0.01
1539,2003,USA,Holiday,Sea,4-7 nights,16-24,1.79,5.37,0.41
1540,2003,USA,Holiday,Sea,4-7 nights,25-34,1.79,5.37,0.51
1541,2003,USA,Holiday,Tunnel,4-7 nights,45-54,0.59,2.24,0.21
1542,2003,USA,Business,Air,1-3 nights,35-44,0.31,0.62,0.22
1543,2003,USA,Business,Air,4-7 nights,25-34,0.69,3.81,0.2
1544,2003,USA,Business,Air,4-7 nights,35-44,0.23,0.68,0.03
1545,2003,USA,Business,Air,4-7 nights,55-64,0.45,2.20,0.11
1546,2003,USA,Business,Air,8-14 nights,25-34,0.87,2.16,0.18
1547,2003,USA,Business,Air,8-14 nights,35-44,0.98,3.62,0.25
1548,2003,USA,Business,Air,8-14 nights,45-54,0.24,0.24,0.02
1549,2003,USA,Business,Air,15+ nights,25-34,0.47,0.46,0.06
1550,2003,USA,Business,Air,15+ nights,35-44,0.3,0.90,0.12
1551,2003,USA,Business,Tunnel,15+ nights,55-64,0.48,5.23,0.14
1552,2003,USA,VFR,Air,1-3 nights,45-54,0.29,0.29,0.01
1553,2003,USA,VFR,Air,4-7 nights,0-15,1.51,10.02,0.46
1554,2003,USA,VFR,Air,4-7 nights,16-24,1.62,4.08,0.08
1555,2003,USA,VFR,Air,4-7 nights,25-34,0.63,2.87,0.18
1556,2003,USA,VFR,Air,4-7 nights,45-54,1.16,8.26,0.61
1557,2003,USA,VFR,Air,4-7 nights,55-64,0.33,1.32,0.11
1558,2003,USA,VFR,Air,8-14 nights,0-15,0.31,3.14,0.08
1559,2003,USA,VFR,Air,8-14 nights,25-34,2.35,14.19,0.29
1560,2003,USA,VFR,Air,8-14 nights,35-44,2.24,17.77,0.42
1561,2003,USA,VFR,Air,8-14 nights,45-54,2.56,22.20,0.84
1562,2003,USA,VFR,Air,8-14 nights,55-64,2.57,18.91,1.57
1563,2003,USA,VFR,Air,8-14 nights,65+,0.62,6.88,0.15
1564,2003,USA,VFR,Air,15+ nights,16-24,0.33,6.27,0.11
1565,2003,USA,VFR,Air,15+ nights,25-34,0.29,5.31,0.12
1566,2003,USA,VFR,Air,15+ nights,35-44,1.43,19.02,0.24
1567,2003,USA,VFR,Air,15+ nights,45-54,0.77,7.88,0.2
1568,2003,USA,VFR,Air,15+ nights,65+,0.54,5.76,0.15
1569,2003,USA,Other,Air,1-3 nights,16-24,0.33,0.63,0.02
1789,2003,USA,Holiday,Air,1-3 nights,55-64,0.8,2.43,0.13
1790,2003,USA,Holiday,Air,1-3 nights,65+,0.22,0.22,0.01
1791,2003,USA,Holiday,Air,4-7 nights,0-15,1.2,8.37,0.77
1792,2003,USA,Holiday,Air,4-7 nights,16-24,3.24,19.02,1.47
1793,2003,USA,Holiday,Air,4-7 nights,25-34,2.27,11.20,0.93
1794,2003,USA,Holiday,Air,4-7 nights,35-44,0.87,5.59,0.51
1795,2003,USA,Holiday,Air,4-7 nights,45-54,2.53,12.60,0.53
1796,2003,USA,Holiday,Air,4-7 nights,55-64,1.45,9.33,0.75
1797,2003,USA,Holiday,Air,4-7 nights,65+,3.25,20.49,1.52
1798,2003,USA,Holiday,Air,8-14 nights,0-15,1.06,6.22,0.5
1799,2003,USA,Holiday,Air,8-14 nights,16-24,3.8,19.52,3.36
1800,2003,USA,Holiday,Air,8-14 nights,25-34,3.66,21.15,2.3
1801,2003,USA,Holiday,Air,8-14 nights,35-44,5.37,38.45,2.82
1802,2003,USA,Holiday,Air,8-14 nights,45-54,9.94,45.22,4.03
1803,2003,USA,Holiday,Air,8-14 nights,55-64,4.07,37.42,3.55
1804,2003,USA,Holiday,Air,8-14 nights,65+,4.17,30.46,3.54
1805,2003,USA,Holiday,Air,15+ nights,0-15,0.49,7.45,0.31
1806,2003,USA,Holiday,Air,15+ nights,25-34,0.3,2.10,0.05
1807,2003,USA,Holiday,Air,15+ nights,35-44,1.29,3.88,0.13
1808,2003,USA,Holiday,Air,15+ nights,45-54,2.15,25.56,3.01
1809,2003,USA,Holiday,Air,15+ nights,55-64,3.31,42.03,2.62
1810,2003,USA,Holiday,Air,15+ nights,65+,2.08,16.29,0.97
1811,2003,USA,Holiday,Sea,4-7 nights,16-24,2.21,8.19,0.26
1812,2003,USA,Holiday,Sea,4-7 nights,25-34,2.67,8.00,0.2
1813,2003,USA,Holiday,Sea,4-7 nights,45-54,1.34,4.00,0.04
1814,2003,USA,Holiday,Sea,4-7 nights,55-64,1.34,4.00,0.33
1815,2003,USA,Holiday,Sea,8-14 nights,55-64,0.64,0.91,0.08
1816,2003,USA,Holiday,Tunnel,15+ nights,35-44,0.13,0.85,0.03
1817,2003,USA,Business,Air,1-3 nights,25-34,0.37,0.75,0.18
1818,2003,USA,Business,Air,1-3 nights,45-54,0.42,0.42,0.08
1819,2003,USA,Business,Air,4-7 nights,25-34,0.22,0.90,0.01
1820,2003,USA,Business,Air,4-7 nights,35-44,2.27,9.81,1.88
1821,2003,USA,Business,Air,4-7 nights,45-54,1.42,2.50,0.6
1822,2003,USA,Business,Air,4-7 nights,55-64,1.18,5.92,2.82
1823,2003,USA,Business,Air,8-14 nights,35-44,0.22,0.22,0.01
1824,2003,USA,Business,Air,8-14 nights,45-54,0.7,1.43,0.15
1825,2003,USA,Business,Air,8-14 nights,55-64,1.0,7.11,0.64
1826,2003,USA,Business,Air,15+ nights,35-44,1.22,19.74,6.29
1827,2003,USA,VFR,Air,1-3 nights,35-44,0.37,1.09,0.06
1828,2003,USA,VFR,Air,1-3 nights,45-54,0.44,0.44,0.04
1829,2003,USA,VFR,Air,4-7 nights,25-34,1.4,6.96,0.49
1830,2003,USA,VFR,Air,4-7 nights,35-44,0.44,1.72,0.14
1831,2003,USA,VFR,Air,4-7 nights,55-64,1.21,4.81,0.32
1832,2003,USA,VFR,Air,8-14 nights,0-15,0.67,6.62,0.3
1833,2003,USA,VFR,Air,8-14 nights,16-24,0.86,3.49,0.26
1834,2003,USA,VFR,Air,8-14 nights,25-34,0.83,2.44,0.19
1835,2003,USA,VFR,Air,8-14 nights,35-44,0.4,0.79,0.02
1836,2003,USA,VFR,Air,8-14 nights,45-54,0.64,6.31,0.2
1837,2003,USA,VFR,Air,8-14 nights,55-64,1.97,18.43,0.28
1838,2003,USA,VFR,Air,8-14 nights,65+,0.4,5.51,0.2
1839,2003,USA,VFR,Air,15+ nights,16-24,0.49,3.86,0.05
1840,2003,USA,VFR,Air,15+ nights,25-34,0.42,1.07,0.03
1841,2003,USA,VFR,Air,15+ nights,35-44,1.2,12.95,0.13
1842,2003,USA,VFR,Air,15+ nights,55-64,0.99,8.49,0.18
1843,2003,USA,VFR,Air,15+ nights,65+,2.03,30.87,0.57
1844,2003,USA,Study,Air,8-14 nights,25-34,0.23,0.23,0.06
1845,2003,USA,Study,Air,15+ nights,16-24,3.03,269.89,4.03
1846,2003,USA,Study,Tunnel,4-7 nights,16-24,0.51,3.05,0.25
1847,2003,USA,Other,Air,1-3 nights,35-44,2.41,4.77,0.39
1848,2003,USA,Other,Air,1-3 nights,55-64,0.33,0.33,0.03
1849,2003,USA,Other,Air,4-7 nights,16-24,0.45,1.77,0.12
1850,2003,USA,Other,Air,8-14 nights,0-15,1.2,10.74,1.18
1851,2003,USA,Other,Air,8-14 nights,16-24,3.03,30.95,1.31
1852,2003,USA,Other,Air,8-14 nights,25-34,2.41,21.48,2.09
1853,2003,USA,Other,Air,8-14 nights,45-54,0.33,4.62,0.31
1854,2003,USA,Other,Air,8-14 nights,55-64,0.48,0.48,0.02
1855,2003,USA,Other,Air,15+ nights,0-15,0.27,0.27,0.03
1856,2003,USA,Other,Air,15+ nights,55-64,0.22,0.89,0.02
1857,2003,USA,Other,Sea,15+ nights,55-64,2.72,46.16,2.49
2143,2003,USA,Holiday,Air,1-3 nights,25-34,4.44,11.17,1.18
2144,2003,USA,Holiday,Air,1-3 nights,45-54,0.87,1.91,0.18
2145,2003,USA,Holiday,Air,4-7 nights,0-15,0.89,1.79,0.06
2146,2003,USA,Holiday,Air,4-7 nights,25-34,0.56,2.87,0.13
2147,2003,USA,Holiday,Air,4-7 nights,35-44,2.32,10.88,0.82
2148,2003,USA,Holiday,Air,4-7 nights,45-54,10.52,41.81,3.78
2149,2003,USA,Holiday,Air,4-7 nights,55-64,4.92,24.66,3.35
2150,2003,USA,Holiday,Air,4-7 nights,65+,2.24,5.59,0.54
2151,2003,USA,Holiday,Air,8-14 nights,0-15,0.92,2.75,0.16
2152,2003,USA,Holiday,Air,8-14 nights,16-24,9.33,44.14,2.65
2153,2003,USA,Holiday,Air,8-14 nights,25-34,6.78,49.05,2.26
2154,2003,USA,Holiday,Air,8-14 nights,35-44,6.19,45.22,2.78
