year,country,purpose,mode,duration,age,visits_thousand,nights_thousand,millions_spent
2017,France,Holiday,Air,4-7 nights,65+,0.667966446,3.330201626,0.348203278
2017,France,Holiday,Air,8-14 nights,25-34,0.667966446,8.658524228,0.348203278
2017,France,Holiday,Sea,4-7 nights,0-15,2.465291965,10.92301694,0.790821938
2017,France,Holiday,Sea,4-7 nights,16-24,0.369172473,2.172122062,0.144533257
2017,France,Holiday,Sea,4-7 nights,45-54,0.603983129,2.413388795,0.099056277
2017,France,Holiday,Sea,4-7 nights,55-64,0.606877991,2.380482784,0.316795207
2017,France,Holiday,Tunnel,4-7 nights,16-24,1.962422639,9.801782082,0.569120056
2017,France,Business,Sea,1-3 nights,55-64,1.047619253,2.095238507,0.0
2017,France,Business,Tunnel,1-3 nights,55-64,2.518767088,5.037534176,0.125938354
2017,France,Business,Tunnel,4-7 nights,55-64,0.959121179,4.795605894,0.038364847
2017,France,VFR,Air,4-7 nights,55-64,1.177778286,4.633693931,0.297765557
2017,France,VFR,Air,8-14 nights,0-15,2.978289992,2.929346809,0.155001345
2017,France,Study,Air,15+ nights,16-24,0.598110461,66.9883716,0.965948394
2017,France,Study,Tunnel,15+ nights,16-24,0.959121179,98.78948142,2.653888302
2017,France,Other,Air,1-3 nights,16-24,0.663830809,2.003631416,0.213174224
2017,France,Other,Air,1-3 nights,25-34,2.655323235,4.007262832,0.690955182
2017,France,Other,Air,4-7 nights,35-44,0.663830809,2.671508555,0.416197294
2017,France,Holiday,Air,1-3 nights,25-34,0.951350271,2.840570003,0.139677267
2017,France,Holiday,Air,4-7 nights,16-24,8.848280692,49.56156171,4.555768328
2017,France,Holiday,Air,4-7 nights,35-44,2.70839458,16.17361057,1.753563049
2017,France,Holiday,Air,4-7 nights,55-64,0.558685274,3.89232468,0.472759019
2017,France,Holiday,Air,8-14 nights,16-24,1.220781209,17.01020966,0.320927754
2017,France,Holiday,Air,8-14 nights,25-34,4.899854474,47.58748959,5.059773847
2017,France,Holiday,Air,8-14 nights,55-64,0.753906525,5.252418682,0.510064906
2017,France,Holiday,Air,8-14 nights,65+,4.608324941,39.38971372,5.367122656
2017,France,Holiday,Air,15+ nights,25-34,0.714399657,1.422050529,0.204337288
2017,France,Holiday,Sea,4-7 nights,55-64,0.348371353,2.438599471,0.194042844
2017,France,Holiday,Sea,8-14 nights,25-34,2.635962441,28.27366021,0.907722941
2017,France,Holiday,Sea,8-14 nights,35-44,0.926175294,8.335577644,0.52143669
2017,France,Holiday,Sea,8-14 nights,55-64,1.325100723,12.98879636,0.935375744
2017,France,Holiday,Sea,15+ nights,35-44,2.776195502,31.85358693,1.006397633
2017,France,Holiday,Sea,15+ nights,45-54,0.889006348,13.51603699,0.239248259
2017,France,Holiday,Sea,15+ nights,55-64,0.889006348,18.92245179,0.225956689
2017,France,Holiday,Tunnel,15+ nights,35-44,1.094329656,21.07439035,0.497211679
2017,France,Business,Air,4-7 nights,55-64,1.104042765,4.898653393,0.794468638
2017,France,Business,Air,8-14 nights,45-54,0.559798086,4.470897674,0.282940422
2017,France,Business,Air,15+ nights,35-44,0.613357092,45.720765,4.158875177
2017,France,VFR,Air,1-3 nights,35-44,3.474998764,10.40249364,0.577137366
2017,France,VFR,Air,1-3 nights,55-64,0.711391282,1.419711447,0.068025656
2017,France,VFR,Air,4-7 nights,16-24,4.367971893,17.43417401,1.494855958
2017,France,VFR,Air,4-7 nights,25-34,1.037222876,6.192805486,0.549216252
2017,France,VFR,Air,4-7 nights,35-44,6.704245506,36.33563759,1.23247188
2017,France,VFR,Air,4-7 nights,45-54,0.948922548,3.787497087,0.253114622
2017,France,VFR,Air,8-14 nights,45-54,0.871693421,2.60943554,0.104277232
2017,France,VFR,Air,8-14 nights,65+,0.522642926,5.736662655,0.088868691
2017,France,VFR,Air,15+ nights,16-24,1.151937383,18.39121429,0.171605492
2017,France,VFR,Sea,8-14 nights,65+,0.219404422,1.733903504,0.062319458
2017,France,VFR,Sea,15+ nights,55-64,0.427854012,8.030429434,0.211436707
2017,France,VFR,Sea,15+ nights,65+,1.913731881,70.26667962,1.185325037
2017,France,VFR,Tunnel,8-14 nights,65+,0.695165184,4.120299868,0.065024132
2017,France,Other,Sea,1-3 nights,25-34,1.280357995,1.085120449,0.185580132
2017,France,Holiday,Air,1-3 nights,45-54,4.621594229,16.65298635,1.37745895
2017,France,Holiday,Air,4-7 nights,35-44,1.026007081,7.394020792,0.569949466
2017,France,Holiday,Air,4-7 nights,55-64,4.621594229,22.2039818,2.048908474
2017,France,Holiday,Air,8-14 nights,25-34,0.940811403,10.93367907,0.975033802
2017,France,Holiday,Air,8-14 nights,65+,0.617504262,7.416841844,1.170243464
2017,France,Holiday,Sea,4-7 nights,25-34,1.518684221,11.77186499,0.312916413
2017,France,Business,Air,1-3 nights,25-34,2.583079273,5.166282147,0.924715508
2017,France,Business,Air,1-3 nights,35-44,6.599613393,13.08708747,2.62034801
2017,France,Business,Air,1-3 nights,45-54,5.557332151,10.64840229,1.835901215
2017,France,Business,Air,4-7 nights,25-34,1.185971693,4.557730259,0.575384207
2017,France,Business,Air,4-7 nights,45-54,1.185971693,4.557730259,0.814475898
2017,France,Business,Sea,1-3 nights,45-54,1.206379121,2.517475032,0.013094475
2017,France,VFR,Air,1-3 nights,45-54,5.018813443,15.19338913,2.587636113
2017,France,VFR,Air,4-7 nights,16-24,3.452088591,13.93395095,0.82253391
2017,France,VFR,Air,4-7 nights,25-34,3.854835779,27.22928734,1.215657845
2017,France,VFR,Air,4-7 nights,35-44,1.742696089,5.275641366,0.068042645
2017,France,VFR,Air,4-7 nights,45-54,1.530179813,10.03663611,0.190724613
2017,France,VFR,Sea,4-7 nights,35-44,1.197248338,8.388111464,0.591068858
2018,France,Holiday,Air,1-3 nights,35-44,5.622670691,16.55764245,4.536751282
2018,France,Holiday,Air,4-7 nights,45-54,26.65077298,104.6416064,23.39038579
2018,France,Holiday,Air,4-7 nights,65+,0.472238789,2.317748229,0.196012795
2018,France,Business,Air,1-3 nights,35-44,6.638968559,18.05710747,2.51475103
2018,France,Business,Air,1-3 nights,45-54,0.319180475,0.323570908,0.072516737
2018,France,Business,Air,1-3 nights,55-64,1.052404734,2.133761818,0.330339448
2018,France,VFR,Air,1-3 nights,35-44,19.06323827,57.29201645,4.109058241
2018,France,VFR,Air,4-7 nights,16-24,7.332014721,36.72565157,1.668615779
2018,France,VFR,Air,4-7 nights,55-64,0.337791349,1.353582376,0.208271958
2018,France,VFR,Air,8-14 nights,16-24,1.489146924,13.42629654,0.246336436
2018,France,VFR,Sea,8-14 nights,65+,0.957880516,2.813987353,0.122065716
2018,France,VFR,Tunnel,8-14 nights,35-44,1.969527447,9.6432092,0.289899811
2018,France,Study,Tunnel,15+ nights,16-24,1.031846521,20.60068477,0.619545391
2018,France,Holiday,Air,1-3 nights,16-24,5.165717151,16.30690532,0.864221877
2018,France,Holiday,Air,1-3 nights,25-34,8.115784319,18.73511278,2.368999021
2018,France,Holiday,Air,1-3 nights,35-44,3.511041089,10.53617448,0.408870367
2018,France,Holiday,Air,1-3 nights,45-54,3.22857322,10.19181583,1.749170005
2018,France,Holiday,Air,1-3 nights,55-64,6.739614308,20.7279903,5.667993318
2018,France,Holiday,Air,4-7 nights,16-24,4.231561214,17.65187685,2.41115423
2018,France,Holiday,Air,4-7 nights,25-34,3.511041089,24.58440711,1.614149102
2018,France,Holiday,Air,4-7 nights,35-44,7.67241637,35.32996154,3.816154475
2018,France,Holiday,Air,4-7 nights,45-54,5.420124384,24.50691367,3.76699506
2018,France,Holiday,Air,8-14 nights,25-34,0.635096054,5.082240215,0.115761409
2018,France,Holiday,Air,8-14 nights,35-44,2.297141654,2.417171412,0.291716666
2018,France,Holiday,Air,8-14 nights,45-54,4.348357107,38.1471681,4.637476461
2018,France,Holiday,Sea,4-7 nights,16-24,0.39092932,1.56371728,0.118451584
2018,France,Holiday,Sea,8-14 nights,35-44,1.690286807,1.702017201,0.044215255
2018,France,Holiday,Sea,8-14 nights,45-54,0.308927577,3.110714987,0.092945116
2018,France,Holiday,Sea,8-14 nights,55-64,1.690286807,20.42420641,1.695153553
2018,France,Holiday,Sea,15+ nights,65+,1.690286807,17.02017201,1.130102368
2018,France,Holiday,Tunnel,8-14 nights,45-54,2.444614538,9.846319516,4.431625566
2018,France,Business,Air,1-3 nights,35-44,3.338289468,25.78274166,0.51594912
2018,France,Business,Air,1-3 nights,55-64,3.338289468,8.594247221,0.946654472
2018,France,Business,Air,4-7 nights,45-54,0.778488483,10.02088427,1.061948064
2018,France,VFR,Air,1-3 nights,16-24,9.552815809,24.83961976,1.303151235
2018,France,VFR,Air,1-3 nights,45-54,1.678563939,4.910253916,0.351650897
2018,France,VFR,Air,4-7 nights,25-34,4.202543691,21.97440727,1.251557714
2018,France,VFR,Air,4-7 nights,65+,0.596914532,2.910227653,0.125050661
2018,France,VFR,Air,8-14 nights,16-24,3.184271936,31.0495247,0.294760398
2018,France,Study,Air,15+ nights,16-24,2.932282741,79.171634,2.099514442
2018,France,Other,Air,1-3 nights,16-24,3.079543544,3.079543544,0.230965766
2018,France,Holiday,Air,4-7 nights,25-34,17.62045101,115.5900149,11.54846985
2018,France,Holiday,Air,4-7 nights,35-44,5.560542444,20.50732166,1.508139944
2018,France,Holiday,Air,4-7 nights,45-54,11.91218488,90.74238684,53.3997566
2018,France,Holiday,Air,8-14 nights,16-24,5.708266125,86.96669807,2.335599096
2018,France,Holiday,Air,8-14 nights,35-44,5.708266125,62.11907005,6.365149185
2018,France,Holiday,Air,8-14 nights,55-64,0.868423303,13.23062127,0.792647694
2018,France,Holiday,Air,8-14 nights,65+,5.708266125,86.96669807,6.236819565
2018,France,Holiday,Sea,4-7 nights,45-54,1.774296244,4.255670441,0.204802796
2018,France,Holiday,Sea,8-14 nights,45-54,0.699112388,8.01913828,0.889396471
2018,France,Holiday,Sea,8-14 nights,55-64,0.699112388,10.20617599,0.355758588
2018,France,Holiday,Sea,15+ nights,45-54,2.08893706,32.65665645,0.906040499
2018,France,Holiday,Sea,15+ nights,55-64,1.389824671,42.02870746,2.05100354
2018,France,Holiday,Sea,15+ nights,65+,1.389824671,14.49265775,0.235747533
2018,France,Holiday,Tunnel,1-3 nights,55-64,2.33544364,4.670887281,1.12879776
2018,France,Holiday,Tunnel,8-14 nights,35-44,2.233740457,27.95129769,2.338328686
2018,France,Holiday,Tunnel,15+ nights,25-34,2.610701259,40.83536644,1.870545294
2018,France,Business,Air,1-3 nights,25-34,5.142603846,10.44954009,3.313185981
2018,France,Business,Air,1-3 nights,45-54,2.185905689,5.365347761,0.860865628
2018,France,Business,Sea,1-3 nights,45-54,1.34642272,3.350242949,0.243173874
2018,France,VFR,Air,1-3 nights,25-34,4.870083183,14.31818057,0.975357987
2018,France,VFR,Air,4-7 nights,35-44,6.018519997,29.49102812,1.102391065
2018,France,VFR,Air,4-7 nights,65+,4.870083183,19.09090742,3.18584267
2018,France,VFR,Air,8-14 nights,55-64,2.593395947,35.58173038,0.039150262
2018,France,VFR,Sea,8-14 nights,0-15,0.656988588,7.128064622,0.1162722
2018,France,VFR,Sea,15+ nights,45-54,0.656988588,7.128064622,0.230820514
2018,France,VFR,Tunnel,15+ nights,35-44,2.913736202,37.36067378,0.293755663
2018,France,VFR,Tunnel,15+ nights,65+,2.594160645,53.73252863,0.0
2018,France,Holiday,Air,1-3 nights,25-34,5.172410889,17.17362014,1.771554464
2018,France,Holiday,Air,4-7 nights,25-34,0.960996012,4.254310242,0.465477214
2018,France,Holiday,Sea,8-14 nights,45-54,2.541813973,25.49317395,0.790765798
2018,France,Business,Air,1-3 nights,35-44,1.992400235,3.815371517,0.440867209
2018,France,Business,Air,1-3 nights,45-54,5.284372781,5.059687568,1.42491019
2018,France,VFR,Air,1-3 nights,25-34,7.187526333,21.2576817,1.553767265
2018,France,VFR,Air,1-3 nights,55-64,1.826188429,5.401097756,0.899489541
2018,France,VFR,Sea,4-7 nights,45-54,1.01013059,7.269386719,0.34892034
2018,France,VFR,Tunnel,15+ nights,65+,2.043008641,21.00353591,0.398699509
2018,France,Study,Air,15+ nights,16-24,3.317308287,129.5405437,7.198924891
2019,France,Holiday,Air,1-3 nights,55-64,0.260126909,0.780380727,0.137347008
2019,France,Holiday,Air,4-7 nights,25-34,0.590455906,4.277349275,0.173449868
2019,France,Holiday,Air,4-7 nights,45-54,2.447603112,13.46181712,2.426798486
2019,France,Holiday,Air,4-7 nights,65+,1.861983605,7.707704351,1.067890978
2019,France,Holiday,Sea,8-14 nights,35-44,0.689737006,5.441032854,0.929578873
2019,France,Holiday,Tunnel,4-7 nights,55-64,1.982850523,7.931402091,0.909465775
2019,France,Business,Air,1-3 nights,35-44,0.460534604,0.482117728,0.077391509
2019,France,Business,Air,1-3 nights,45-54,4.069575819,8.520595986,1.575938676
2019,France,Business,Air,4-7 nights,35-44,2.534220444,10.61195048,1.510799231
2019,France,VFR,Air,1-3 nights,35-44,2.956727619,5.973880303,0.189996139
2019,France,VFR,Air,4-7 nights,45-54,0.592108379,2.990793403,0.203704466
2019,France,VFR,Air,8-14 nights,25-34,2.701837205,30.02389729,0.040065497
2019,France,VFR,Air,15+ nights,25-34,0.553670351,12.86454132,0.008210368
2019,France,VFR,Sea,8-14 nights,45-54,0.821812775,11.23733966,0.242251134
2019,France,Study,Air,1-3 nights,45-54,0.744339098,2.233017294,0.271683771
2019,France,Study,Air,8-14 nights,16-24,2.187131973,24.0584517,2.351166871
2019,France,Holiday,Air,1-3 nights,0-15,9.918714737,29.75614421,3.302932007
2019,France,Holiday,Air,1-3 nights,16-24,4.168757144,13.30341267,0.721813281
2019,France,Holiday,Air,4-7 nights,16-24,6.046788563,27.80110864,1.248421381
2019,France,Holiday,Air,4-7 nights,25-34,5.528033992,35.28232272,1.38609001
2019,France,Holiday,Air,4-7 nights,35-44,9.649857779,54.23989689,5.322160803
2019,France,Holiday,Air,4-7 nights,45-54,1.983744473,9.918722366,0.87993237
2019,France,Holiday,Air,8-14 nights,25-34,2.740550318,40.81323584,2.919027264
2019,France,Holiday,Air,8-14 nights,45-54,0.738966075,4.716403618,0.066883337
2019,France,Holiday,Air,8-14 nights,55-64,3.306238246,39.67485895,3.382281725
2019,France,Holiday,Sea,4-7 nights,0-15,3.51563029,17.28121245,1.72290081
2019,France,Holiday,Sea,4-7 nights,16-24,0.933356939,4.536085231,0.237306771
2019,France,Holiday,Sea,8-14 nights,25-34,1.907792452,5.437852934,0.243540248
2019,France,Holiday,Sea,8-14 nights,45-54,0.409379092,5.731307281,0.440491902
2019,France,Holiday,Sea,8-14 nights,55-64,0.523977848,3.982703638,0.174346
2019,France,Business,Air,1-3 nights,16-24,1.029441067,3.059984339,0.727798002
2019,France,Business,Air,1-3 nights,25-34,3.080940085,9.158006918,1.56889475
2019,France,Business,Air,1-3 nights,35-44,3.080940085,3.052668973,1.111935114
2019,France,Business,Air,1-3 nights,55-64,0.62621833,1.240944136,0.133127435
2019,France,Business,Sea,4-7 nights,35-44,1.678600004,9.89284062,0.183094591
2019,France,VFR,Air,1-3 nights,25-34,3.832234245,12.35201407,1.236018206
2019,France,VFR,Air,1-3 nights,65+,0.884918318,1.901505808,0.466630026
2019,France,VFR,Air,4-7 nights,45-54,3.281832903,14.10395558,1.098819819
2019,France,VFR,Sea,15+ nights,55-64,1.663634075,24.76343989,0.261861837
2019,France,Study,Air,15+ nights,16-24,0.788672998,71.9223222,2.028855187
2019,France,Holiday,Air,1-3 nights,45-54,0.716948715,2.225011873,0.209404793
2019,France,Holiday,Air,1-3 nights,55-64,4.263507005,12.79052101,2.498415105
2019,France,Holiday,Air,4-7 nights,35-44,8.804101853,56.12293747,5.308802455
2019,France,Holiday,Air,4-7 nights,45-54,6.188740784,42.54381898,5.069492048
2019,France,Holiday,Air,8-14 nights,25-34,7.921233295,71.74015629,7.060127673
2019,France,Holiday,Air,8-14 nights,45-54,3.24506158,29.89416311,2.05465577
2019,France,Holiday,Air,15+ nights,45-54,1.788267826,12.94951761,0.831285197
2019,France,Holiday,Sea,1-3 nights,55-64,2.198817089,4.90502749,0.684704661
2019,France,Holiday,Sea,8-14 nights,25-34,2.192719419,29.59534476,5.392957157
2019,France,Holiday,Sea,8-14 nights,35-44,2.92893013,22.58974371,2.03733925
2019,France,Holiday,Sea,8-14 nights,45-54,3.053314218,13.80898649,0.786595993
2019,France,Holiday,Sea,15+ nights,45-54,4.385438838,67.64650232,1.260692533
2019,France,Holiday,Sea,15+ nights,65+,2.192719419,93.01394069,12.37746623
2019,France,Holiday,Tunnel,8-14 nights,16-24,1.817015609,14.01396247,1.728778768
2019,France,VFR,Air,4-7 nights,25-34,6.079165973,37.22651634,2.442172068
2019,France,VFR,Air,4-7 nights,45-54,1.77814437,7.054340158,0.394938331
2019,France,VFR,Air,4-7 nights,65+,0.610666325,2.422664917,0.866820099
2019,France,Holiday,Air,1-3 nights,25-34,5.944441104,16.85422738,3.051544081
2019,France,Holiday,Air,1-3 nights,35-44,0.964870672,2.894612017,0.313582968
2019,France,Holiday,Air,1-3 nights,55-64,1.475042315,4.135100335,0.738813051
2019,France,Holiday,Air,4-7 nights,16-24,1.475042315,5.513467114,0.676837563
2019,France,Holiday,Air,4-7 nights,25-34,1.475042315,9.648567449,0.513744175
2019,France,Holiday,Air,4-7 nights,35-44,6.14232618,24.71359976,1.815420569
2019,France,Holiday,Air,4-7 nights,45-54,11.23303615,62.98088007,5.464893597
2019,France,Holiday,Air,4-7 nights,55-64,5.616518076,26.24203336,5.216489342
2019,France,Holiday,Air,8-14 nights,45-54,0.528863803,3.459411315,0.393045476
2019,France,Holiday,Air,8-14 nights,55-64,5.616518076,57.7324734,3.129893605
2019,France,Holiday,Air,15+ nights,55-64,3.1300157,46.79794866,1.609279008
2019,France,Holiday,Sea,15+ nights,25-34,2.360953227,39.01161084,0.507523004
2019,France,Business,Air,4-7 nights,45-54,3.749190199,14.98403696,3.115173023
2019,France,Business,Air,4-7 nights,65+,0.295523117,2.066906686,0.034647858
2019,France,Business,Air,8-14 nights,25-34,1.738778307,24.32224283,2.03149577
2019,France,VFR,Air,1-3 nights,16-24,1.440436512,2.886102898,0.135401048
2019,France,VFR,Air,4-7 nights,35-44,1.7142139,6.869303387,0.381638193
2019,France,VFR,Air,4-7 nights,45-54,1.732850856,5.207989906,0.123528692
2019,France,VFR,Air,4-7 nights,55-64,1.732850856,6.943986541,0.78529162
2019,France,VFR,Air,8-14 nights,16-24,0.371356513,5.208429315,0.225980237
2019,France,VFR,Air,8-14 nights,55-64,1.784428176,17.87667588,0.114766921
2019,France,VFR,Sea,8-14 nights,16-24,2.693479442,7.783188229,1.710991796
2019,France,Study,Air,15+ nights,16-24,1.446528873,215.6251221,8.670403524
